label,cleaned_tweet
Demografi,pak ganjar adalah pemimpin yang akan membawa kemakmuran sebagai presiden
Sumber Daya Alam,banyaklah banyak alasan buat gak milih paslon ini ketika lawannya udah bukan lagi jokowi aja gw udh gak punya alasan buat milih prabowo ditambah lagi prabowo pasangannya anak jokowi itupun lolosnya ngakalin konstitusi yaudah itu udah paling tepat 
Sosial Budaya,ganjar tanggepi semua ternyata semuanya sepakat harapan baik untuk masyarakat ini janji politik pemilu kali ini jadi bareng bareng buat brantas korupsi mahfud hebat happy new year
Politik,masyaallah sungguh hebat kesederhanaan dan sifat rendah hati yang dimiliki almarhum gus dur saya pun setuju dengan yang disampaikan mba bahwa ganjar mahfud merupakan pemimpin yang luar biasa dekat dengan rakyat insyaallah menuju indonesia unggul bersama ppp dan mahfud kita wujudkan kesejahteraan ekonomi dan indonesia bebas korupsiaayaaaayaa
Ekonomi,debat memanas anies singgung kekayaan prabowo dan food estate
Pertahanan dan Keamanan,kontrak terbuka capres no urut ganjar pranowo adalah cermin dari kepedulian untuk kita semua yuk bersama jaga kedaulatan pangan jnk ganjarmahfudrebound ganjarpranowopilihanumat
Demografi,ketakutan kubu prabowo terlihat ketika mereka mulai menyuarakan hal hal konyol namun diyakinkan bahwa daulat akan selalu berada di tangan rakyat 
Pertahanan dan Keamanan,jika terpilih jadi presiden anies janji berikan hadiah ke para pemburu koruptor
Ekonomi, karena serangan tersebut prabowo bisa dicap merendahkan lawan debat yaitu anies prabowo bisa dicap sbg capres yang memang tidak sejalan dg nilai nilai dan etika pakar serangan prabowo terhadap anies rugikan diri sendiri pemilucurangmakinnyata
Sumber Daya Alam,ganjar mahfud akan menjalankan pemerintahan yang bersih dan transparan happy new year
Ekonomi,pemerintahan yang berpihak pada rakyat memastikan kebijakan yang inklusif indonesiasentris anakmudaindonesiaemas prabowo gibran menjadikan ini prioritas indonesiasentris anakmudaindonesiaemas menangseputaran
Pertahanan dan Keamanan,waktu nyalon gubernur juga hebat debat ny pak ganjar aayaatp kerja nya sehebat omonganya
Ekonomi, kiki daliyo ganjar pranowo pemimpin yg kita butuhkan memang pak ganjar yang bisa tegas dan memaknai pancasila mahfud hebat happy new year
Ekonomi,aa aa debat capres pertama ganjar tegaskan jaga demokrasi dan sikat korupsi bengis ganjar mahfud hebat lulus pasti kerja
Ideologi,kan semakin pilih anies ini ga salah sama sekali dia tau cara memberantas korupsi
Ekonomi,abah anies ingin industri kreatif tanah air tiru korsel yang investasi budaya besar besaran industrikreatifamin
Geografi,aayaa kebersamaan ganjar pranowo dengan srimulat adalah pelajaran bahwa politik bisa dijalani dengan sikap santai dan penuh tawa ganjar mahfud hebat uang saku posyandu
Sumber Daya Alam,malam ini saya bilang maaf maaf yaaa mas anies ini terlalu licik indonesiakuatindonesiamaju diplomasiprogresifprabowo debatpresiden tags prabowo no omon let him cook grace gaza el chef nyerang wowo senin el gemoy
Demografi,komentar prabowo di acara paku integritas kpk tadi malam akan memberantas korupsi dengan menaikkan gaji para pejabat netizen rakyat cukup di kasih makan dan susu gratis kalau pejabatnya harus di sejahterakan hidupnya dengan gaji yg di naikkan
Demografi,pasangan duet capres cawapres ganjar pranowo dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk jnk ganjarmahfudrebound ganjarpranowopilihanumat
Sumber Daya Alam,pak anies baswedan salah menyampaikan data pak prabowo meluruskan jangan sampai capres menyebarkan hoaks indonesiakuatindonesiamaju diplomasiprogresifprabowo prabowo
Sumber Daya Alam,melibatkan masyarakat dalam proses pencegahan dan pemberantasan korupsi juga dapat memperkuat upaya tersebut keberhasilan dalam memerangi korupsi memerlukan kerjasama lintas sektor dan partisipasi aktif dari seluruh elemen masyarakat 
Sosial Budaya,bung mencekoki netizen bhw terjadi persatuan prabowo dg jokowi pdhl yg terjadi prabowo menjadikan dirinya sbg anak buah ini namanya kooptasi prabowo diminta meminta menjadikan putra jokowi menjadi wakilnya ini namanya persokongkolan dinasti 
Geografi,ahmad ali adalah orang partai jd tentu dia ingin partainya menang juga komunikasi dg partai lain di luar koalisi hrsnya nanti sedangkan ss bukan orang partai fokus dia pak anies menang bagaimanapun caranya semakin byk partai pendukung semakin besar potensi menangnya 
Sosial Budaya,bpk ganjar pranowo pemimpin berkomitmen pada anti korupsi perhatian kesejahteraan nelayan dan tekad tuntas amanat uu ganjar mahfud hebat debatcapres
Geografi,disinggung soal etik oleh anies prabowo saya menilai anda tidak pantas bicara soal etik
Demografi,anies baswedan kick kampanye gemoy prabowo gibran di tiktok ainun najib aniesisasi digital 
Geografi,hasil survei media ekonomi bisnis berbasis di amerika serikat as bloomberg survei terhadap para ekonom dan analis senior di indonesia terkait kandidat pilpres hasilnya anies baswedan paling unggul
Ekonomi,guru paud dapet dana hibah saat anies menjabat sbg gubernur krn beliau memerhatikan guru paud sampai desember masih dapat dan guru paud yg mendapatkan dana hibah bagi yg sudah mengikuti diklat dasar terima kasih pak anies sudah
Pertahanan dan Keamanan,dengan tulus capresku siap menjadi pelayan rakyat momen pertemuan capresku dgn para petani di blora pak ganjar berkomitmen akan meningkatkan subsidi pupuk apabila terpilih jadi presiden guna melayani tuanku rakyatku sepenuh hati hapus kredit macet rembuganjar
Sumber Daya Alam,rt awalnya pencapresan generasi milenial dan mayoritas mendukung paslon tetangga sebelah dg berjalannya waktu kampanye generasi milenial z secara jelas mulai bergeser mendukung paslon ganjar mahfud yg memikirkan masa depan mereka tidak hanya joget makan gratis
Geografi,tanggapan gw biasanya gini kak dengan kalimat nyentil para buzzzer juga susi pudjiastuti diganti tuh sama edhy prabowo gara gara menolak ekspor benur tp si edhy malah dipenjara kasus korupsi suap benur lobster berarti susi gabisa kerja trus si koruptor edhy jago kerja 
Sumber Daya Alam,dan ternyata tahun anies jadi gubernur gak terbukti itu susah dapet izin gereja diskriminasi dan intoleransi 
Ideologi,dunolaole aa aa sopo sing ngomong nak korban karena pungli sogok korupsi akeh ganjar mahfud hebat waktunyaprabowo
Sumber Daya Alam,pak anies muhaimin kemampuan untuk bersinergi dengan platform digital khususnya tiktok adalah aset berharga dalam membangun keterlibatan masyarakat 
Pertahanan dan Keamanan,suara rakyat keputusan cerdas calon presiden no urut ganjar pranowo adalah jalan menuju pemerintahan yang efisien dan adil ganjar mahfud pemiluindonesia ganjarmahfudrebound jnk ganjarpranowopilihanumat
Demografi,sangat terganggu dg kampanye susu sapi prabowo gibran ini bbrp alasanku mementahkan kebijakan gizi pemerintah yg sudah baik kampanye gizi seimbang membangkitkan kampanye gizi kuno empat sehat lima sempurna yg sdh ditinggalkan
Politik,ketika gub sebelumnya menggandeng aetra untuk mengurusi air bersih justru warga kecewa air mengalir sangat sedikit itupun keruh dan hrs diendapkan dulu untuk dipake kemudian terima kasih pak prabowo sudah membantu ekonomi saya begitu kata warga cilincing ketika perbulan hrs membayar utk pam dengan pelayanan yang sangat tidak memuaskan warga terpaksa beli air hari tentu ini sangat memberatkan kalau anda tidak bisa bantu banyak orang bantulah beberapa orang kalau tidak bisa bantu beberapa orang bantulah satu orang kalau satu orang pun anda tidak bisa bantu jangan bikin orang lain susah prinsip dr ayah prabowo yang terus dipegang dan dipraktekan gak peduli dianggap apa klo dirasa benar tetap terus dilakukan salam dua jari aaaa aaayaa dengan damai dan kasih sayang prabowogibran hadir menyelesaikan persoalan bangsa sekebon pak gemoy dan mas samsul
Sosial Budaya,pik island yg dulu disegel anies itu jakarta lah ke pik ke jembatan perbatasan jkt banten biar tau mana yg selesai
Geografi,duit pajak gw kenapa makasihnya ke fi 
Demografi,rafale baru perancis cuma usd m indonesia sampai usd m selisihnya hampir triliun dikorupsi gerombolan jokowi prabowo kah tolong kakek tolong jelaskan bobroknyakemenhan bobroknyakemenhan
Demografi,sebelum debat capres anies dapat kaos park ahn nice dan spanduk hwaiting dari popers
Politik,rekam jejak ganjar pranowo sebagai gubernur menunjukkan kesuksesannya dalam mewujudkan pembangunan berkelanjutan goblok menhan nyebokin pt tmi nangisin rahasia 
Sosial Budaya,alasan pakar mikro ekspresi sebut anies baswedan menang telak debat capres kirdi putra prabowo udah panik 
Pertahanan dan Keamanan,apa boleh secara etika pendukung paslon mencaci dgn ucapan kasar ke pak anies
Sosial Budaya,anies mau pelototi pajak orang terkaya di ri emang berani 
Ekonomi,kebiasaan ganjar blusukan sudah menjadi hobi atau tradisi yang dilakukan ganjar sejak lama tidak hanya sekadar blusukan bahkan ganjar rutin menginap di rumah warga kebiasaan ganjar blusukan dan menginap di rumah warga dilakukan agar bisa mendengarkan langsung aspirasi dari masyarakat kebiasaan blusukan tidak dilakukan menjelang pemilihan presiden saja kebiasaan blusukan sudah dilakukan sejak ganjar menjabat sebagai gubernur setiap blusukan ganjar selalu disambut antusias ratusan bahkan ribuan warga blusukan merupakan cermin komitmen kepemimpinan untuk turun ke bawah ganjar menunjukan bahwa seorang yang diberi amanah untuk memimpin harus mendedikasikan hidupnya untuk melayani rakyat dibutuhkan fisik yang kuat dan ketulusan hati melayani untuk bisa melakukan blusukan seperti yang dilakukan ganjar kebiasaan blusukan yang dilakukan ganjar menjadi cerminan karakter asli ganjar pranowo sebagai seorang pelayan rakyat bagi ganjar bertemu dengan rakyat seolah memberinya tambahan energi untuk terus melayani hal itu ditunjukan ketika ganjar bertemu dengan rakyat ganjar selalu tampak bahagia dan sangat menikmati seolah tak mengenal lelah tidak semua orang bisa melakukan blusukan seperti yang dilakukan ganjar hanya orang yang benar benar dekat dengan kehidupan rakyat yang dapat melakukannya dalam sehari ganjar bisa melakukan blusukan ke beberapa kota atau kabupaten bahkan antarprovinsi semuanya dilakukan dengan senang hati seperti sebuah hobi ganjar mendengarkan banyak masukan dan aspirasi dari rakyat secara langsung yang menjadi dasar dalam membuat kebijakan dan program ganjar sudah sejak lama membangun ikatan emosional yang kuat dengan masyarakat dengan cara blusukan langsung ke jantung denyut kehidupan masyarakat ganjarhobiblusukan
Ideologi,inspiratif pasangan capres cawapres ganjar pranowo mahfud md buka peluang bisnis lokal dengan kredit untuk koprasi dan umkm sukses terus pengusaha kecil nct wish jnk ganjarmahfudrebound ganjarpranowopilihanumat
Demografi,jujur saya baru jelas nih kalo prabowo masih yang terbaik dari pada paslon yang lain semua anggaran pertahanan disetujui dpr ada partai pendukung semua paslon di dpr tetapi mereka memojokkan prabowo atas anggaran tsb dll bukan main tapi prabowo mental juara selamat 
Sumber Daya Alam,dan ketika ada bencana kalo ndak salah pak anies juga ada inisiasi bantu bangun sekolah
Sumber Daya Alam,abah anies sudah tepat kita butuh pemimpin yang memahami kebutuhan rakyat konsep kesetaraan bukan pemimpin yang hanya mewarisi kursi kekuasaan dan memperkaya diri dan nakesdesakanies akhirnya milih
Sumber Daya Alam,dukungan terhadap ganjar mahfud adalah investasi dalam masa depan teknologi indonesia happy new year
Politik,debat ngomongin demokrasi tapi nyatanya ko begini pak ganjar pranowo ubanbukanpakdeaa ganjar mahfud hebat uang saku posyandu
Ideologi,urrangawak pasangan capres cawapres ganjar mahfud paling berani basmi korupsi ganjar mahfud hebat debatcapres
Pertahanan dan Keamanan,kalo kamu tidak tega lihat pak prabowo di masa tua nya mendekam di penjara coblos nomor hehe tapi kalo kamu tidak tega melihat makin banyak rakyat miskin karena uangnya di korupsi ya jangan coblos nomor hehe 
Ideologi,memanas anies singgung cawapres yang melanggar etika prabowo anda menyesatkan tidak berhak bicara soal etik
Politik,saja masih gak bisa apalagi yang belum pernah masuk pemerintahan sedangkan baru walikota dan itupun disuapin pusat hanya yang telah teruji dalam pemerintahan dan yang telah masuk mk yang bisa sinergi utk nkri jaya 
Demografi,pemberantasan korupsi adalah tanggung jawab bersama indonesiasentris anakmudaindonesiaemas prabowo gibran mengajak seluruh masyarakat untuk turut serta indonesiasentris anakmudaindonesiaemas menangseputaran
Pertahanan dan Keamanan,semoga nanti pak ganjar jadi presiden ngga usah impor beras lagi padahal indonesia masih mempunyai persawahan yang sangat sangat luasss
Demografi,pemilu partai keadilan presidennya nur mahmudi sekjennya anies matta dapat suara jumlah suara segini langka banget ada ya yg milih partai ini partai apaan tuh hahaha kursi berharga ini punya kursi di dpr 
Sumber Daya Alam,dendaman anies nyinyirin prabowo seperti lalu anies jadi gubernur lewat prabowo dendaman tak layak di sematkan pada prabowo subianto
Ideologi,barakallah fii umrik hbd mbak selvi ananda wish you all the best happy birthday to you aayaa selamat ulang tahun panjang umur sehat sehat penuh kebahagiaan yah mbak selvi ananda salam menang sekali putaran prabowo gibran untuk memimpin indonesia gibran melesat debatcawapres untukkepentinganpribadi omonomon beretorika untungpakbowobijak tetapsabar ketikadiserang ditpsjelas masbowogbran
Ekonomi,gus raharjo ganjar pranowo lawan radikalisme seperti apa yang dilakukan pak ganjar karena ganjar harapan nahdliyin mahfud hebat happy new year
Ideologi,setelah melalui perjalanan yang panjang terjal dan berliku akhirnya rombongan ganjar pranowo tiba di sebuah dusun bernama desa gunungsari karanggayam kabupaten kebumen rinai hujan mengiringi kedatangan rombongan namun tidak menyurutkan semangat warga yang menyambutnya tak ada guratan lelah di paras ganjar beliau pun langsung berkeliling desa dan menyapa para warga langkah kaki ganjar belabuh di rumah kepala desa gunungsari yang bernama sukarjo sambil berlesahan dan menyeruput kopi ganjar mendengar satu persatu keluhan warganya ada yang bercerita permasalahan individu hingga persoalan kolektif seperti potensi wisata desa cara ini sudah dikerjakan selama dia memimpin jawa tengah periode lalu namun pandemik memaksanya untuk berhenti sementara paham yaaa ganjar blusukan dan menginap dirumah sudah dilakukan sejak jadi gubernur jateng bukan disaat mau nyapres beda sama yang sebelah baru nyapres baru blusukan ganjarhobiblusukan
Ideologi,para pendukung apa ga takut ya kalo nanti nauzubillah terpilih apa ga akan lebih parah dr orba ini indonesia kedepannya kebebasan di bungkam negosiasi diluar aturan dianggap wajar semuanya lbh ke bisnis mau jd apa indonesia kedepannya dipimpin mikir
Demografi,ganjar optimis capai pertumbuhan ekonomi sahabatganjaraa aa ganjar menangkanganjar generasigotongroyongaa ganjar mahfud hebat guru ngaji satu juta
Geografi,isu palestina tidak penting bagi prabowo tidak ada keberpihakan kepedulian untuk menegakkan konstitusi makin kelihatan watak aslinya 
Demografi,ganjar mahfud adalah harapan baru untuk kepolisian yang lebih baik membawa semangat dan komitmen dalam memberantas korupsi dan mewujudkan keadilan
